Intern_ID,Name,Age,Gender,Education_Level,Location,Department,Duration,Stipend,Mentor_Assigned,Mentor_Meetings,Tasks_Completed,Attendance_%,Status
INT0737,Intern_737,27,Female,Graduate,Peshawar,Operations,1 Month,Paid,No,0,4,100.0,Completed
INT0738,Intern_738,24,Male,Undergraduate,Karachi,Data Science,3 Months,Paid,No,0,28,55.7,Dropped
INT0739,Intern_739,19,Female,Graduate,Multan,HR,1 Month,Unpaid,Yes,17,18,94.8,Completed
INT0740,Intern_740,28,Female,Graduate,Lahore,Sales,1 Month,Paid,Yes,19,7,91.2,Completed
INT0741,Intern_741,23,Male,Undergraduate,Multan,IT,1 Month,Paid,Yes,14,49,75.3,Completed
INT0742,Intern_742,26,Female,Undergraduate,Lahore,Marketing,2 Months,Paid,No,0,27,88.5,Completed
INT0743,Intern_743,23,Female,Graduate,Islamabad,IT,2 Months,Paid,No,0,24,85.8,Dropped
INT0744,Intern_744,21,Male,PhD,Faisalabad,Design,3 Months,Paid,Yes,13,27,95.9,Completed
INT0745,Intern_745,20,Female,Undergraduate,Karachi,Operations,3 Months,Paid,Yes,10,21,70.1,Completed
INT0746,Intern_746,27,Female,Undergraduate,Islamabad,Finance,6 Months,Paid,Yes,9,27,70.1,Dropped
INT0747,Intern_747,25,Female,Undergraduate,Quetta,Sales,3 Months,Paid,No,0,29,82.2,Completed
INT0748,Intern_748,19,Female,Undergraduate,Quetta,Sales,6 Months,Paid,No,0,35,66.7,Completed
INT0749,Intern_749,21,Male,PhD,Quetta,Finance,3 Months,Unpaid,Yes,0,2,94.5,Dropped
INT0750,Intern_750,19,Female,PhD,Faisalabad,Sales,3 Months,Paid,Yes,11,17,81.3,Completed
INT0751,Intern_751,26,Male,Graduate,Quetta,Data Science,1 Month,Paid,Yes,10,16,90.3,Completed
INT0752,Intern_752,27,Female,Graduate,Islamabad,Legal,2 Months,Unpaid,No,0,48,62.4,Enrolled
INT0753,Intern_753,25,Female,Undergraduate,Islamabad,Data Science,2 Months,Unpaid,No,0,6,54.6,Dropped
INT0754,Intern_754,27,Male,Graduate,Lahore,Design,2 Months,Unpaid,No,0,26,79.4,Completed
INT0755,Intern_755,26,Female,PhD,Faisalabad,Sales,6 Months,Unpaid,No,0,47,98.7,Completed
INT0756,Intern_756,27,Female,PhD,Bahawalpur,Finance,2 Months,Paid,Yes,16,8,84.7,Dropped
INT0757,Intern_757,28,Male,PhD,Multan,Operations,6 Months,Paid,Yes,13,8,56.0,Completed
INT0758,Intern_758,24,Male,Undergraduate,Multan,Legal,3 Months,Unpaid,Yes,9,19,74.3,Completed
INT0759,Intern_759,21,Male,Graduate,Quetta,Finance,2 Months,Paid,No,0,48,74.4,Enrolled
INT0760,Intern_760,28,Male,Graduate,Bahawalpur,Marketing,3 Months,Unpaid,Yes,14,22,89.1,Completed
INT0761,Intern_761,24,Female,Graduate,Bahawalpur,Operations,2 Months,Paid,Yes,2,40,83.2,Completed
INT0762,Intern_762,23,Female,Graduate,Karachi,Design,6 Months,Unpaid,Yes,20,6,93.3,Completed
INT0763,Intern_763,26,Male,Undergraduate,Karachi,IT,3 Months,Paid,Yes,16,2,56.0,Completed
INT0764,Intern_764,20,Female,Undergraduate,Peshawar,Sales,2 Months,Unpaid,Yes,17,39,66.0,Dropped
INT0765,Intern_765,25,Male,Graduate,Faisalabad,Legal,1 Month,Paid,No,0,2,93.0,Completed
INT0766,Intern_766,23,Male,Undergraduate,Lahore,Data Science,6 Months,Paid,No,0,10,59.1,Dropped
INT0767,Intern_767,28,Female,PhD,Islamabad,Marketing,2 Months,Paid,No,0,21,59.1,Dropped
INT0768,Intern_768,24,Male,Graduate,Islamabad,IT,3 Months,Unpaid,No,0,17,68.8,Enrolled
INT0769,Intern_769,27,Male,PhD,Peshawar,Marketing,1 Month,Unpaid,Yes,16,25,97.5,Completed
INT0770,Intern_770,26,Female,PhD,Faisalabad,Engineering,1 Month,Paid,No,0,2,70.4,Dropped
INT0771,Intern_771,28,Male,Undergraduate,Islamabad,HR,1 Month,Unpaid,No,0,27,72.3,Completed
INT0772,Intern_772,27,Female,PhD,Islamabad,Sales,2 Months,Paid,Yes,13,36,72.6,Dropped
INT0773,Intern_773,23,Male,Undergraduate,Karachi,IT,6 Months,Unpaid,No,0,39,62.5,Completed
INT0774,Intern_774,23,Female,Undergraduate,Islamabad,Design,3 Months,Paid,Yes,2,26,84.9,Completed
INT0775,Intern_775,23,Male,PhD,Multan,Finance,3 Months,Unpaid,No,0,49,85.4,Dropped
INT0776,Intern_776,19,Female,Undergraduate,Bahawalpur,Engineering,2 Months,Unpaid,No,0,45,56.7,Completed
INT0777,Intern_777,27,Male,PhD,Islamabad,IT,6 Months,Unpaid,Yes,15,49,69.6,Completed
INT0778,Intern_778,25,Female,PhD,Lahore,Marketing,1 Month,Unpaid,Yes,19,23,69.3,Dropped
INT0779,Intern_779,22,Female,Undergraduate,Bahawalpur,IT,1 Month,Paid,No,0,48,51.0,Dropped
INT0780,Intern_780,22,Male,PhD,Quetta,Engineering,3 Months,Paid,Yes,15,24,51.8,Completed
INT0781,Intern_781,23,Male,PhD,Faisalabad,Operations,2 Months,Paid,Yes,18,33,74.7,Completed
INT0782,Intern_782,21,Male,PhD,Islamabad,Sales,2 Months,Paid,Yes,8,37,92.8,Completed
INT0783,Intern_783,19,Male,PhD,Quetta,Sales,3 Months,Unpaid,Yes,13,42,83.7,Completed
INT0784,Intern_784,26,Female,Graduate,Lahore,IT,3 Months,Unpaid,No,0,24,75.9,Completed
INT0785,Intern_785,19,Female,Graduate,Bahawalpur,IT,2 Months,Unpaid,Yes,12,13,66.7,Completed
INT0786,Intern_786,21,Female,Undergraduate,Peshawar,Legal,1 Month,Paid,Yes,10,20,53.1,Enrolled
INT0787,Intern_787,22,Female,Undergraduate,Multan,Marketing,1 Month,Unpaid,No,0,7,73.7,Dropped
INT0788,Intern_788,26,Male,Undergraduate,Bahawalpur,Data Science,1 Month,Paid,No,0,38,56.2,Completed
INT0789,Intern_789,19,Female,PhD,Lahore,IT,1 Month,Paid,No,0,29,52.7,Dropped
INT0790,Intern_790,23,Male,PhD,Karachi,Legal,6 Months,Paid,Yes,12,26,54.8,Enrolled
INT0791,Intern_791,28,Female,Graduate,Bahawalpur,Design,2 Months,Unpaid,Yes,19,7,67.0,Completed
INT0792,Intern_792,28,Male,Undergraduate,Lahore,IT,6 Months,Paid,No,0,46,53.4,Completed
INT0793,Intern_793,21,Female,Graduate,Bahawalpur,HR,2 Months,Unpaid,No,0,16,56.9,Dropped
INT0794,Intern_794,23,Female,PhD,Faisalabad,IT,1 Month,Unpaid,Yes,18,35,88.8,Completed
INT0795,Intern_795,27,Female,Graduate,Multan,Finance,6 Months,Paid,No,0,38,82.9,Completed
INT0796,Intern_796,22,Male,Graduate,Multan,Finance,1 Month,Paid,Yes,20,13,89.3,Dropped
INT0797,Intern_797,28,Female,PhD,Multan,Data Science,2 Months,Unpaid,No,0,20,70.9,Enrolled
INT0798,Intern_798,22,Male,Graduate,Peshawar,Finance,1 Month,Paid,No,0,45,61.5,Dropped
INT0799,Intern_799,22,Female,PhD,Multan,Legal,2 Months,Unpaid,Yes,12,12,91.3,Completed
INT0800,Intern_800,21,Male,Graduate,Karachi,IT,3 Months,Paid,Yes,9,29,59.7,Dropped
INT0801,Intern_801,21,Male,Undergraduate,Peshawar,Legal,3 Months,Unpaid,Yes,7,17,85.9,Completed
INT0802,Intern_802,20,Male,Undergraduate,Islamabad,Data Science,2 Months,Unpaid,Yes,0,44,56.9,Completed
INT0803,Intern_803,24,Female,Graduate,Peshawar,Marketing,3 Months,Unpaid,Yes,5,34,98.9,Completed
INT0804,Intern_804,22,Male,Undergraduate,Islamabad,Legal,6 Months,Paid,Yes,17,25,84.7,Completed
INT0805,Intern_805,21,Male,PhD,Peshawar,Data Science,6 Months,Unpaid,Yes,10,16,52.7,Completed
INT0806,Intern_806,28,Male,PhD,Lahore,Engineering,2 Months,Unpaid,No,0,5,58.4,Dropped
INT0807,Intern_807,27,Female,Undergraduate,Multan,Design,3 Months,Unpaid,No,0,45,74.2,Enrolled
INT0808,Intern_808,22,Female,PhD,Karachi,Operations,6 Months,Paid,No,0,13,72.6,Enrolled
INT0809,Intern_809,24,Female,Graduate,Faisalabad,HR,6 Months,Paid,Yes,8,36,54.2,Completed
INT0810,Intern_810,27,Female,Undergraduate,Karachi,Marketing,3 Months,Unpaid,No,0,40,66.8,Completed
INT0811,Intern_811,23,Female,Graduate,Bahawalpur,Operations,6 Months,Unpaid,No,0,25,51.2,Enrolled
INT0812,Intern_812,27,Male,Graduate,Lahore,Operations,2 Months,Unpaid,No,0,33,77.3,Dropped
INT0813,Intern_813,19,Male,Undergraduate,Lahore,Marketing,3 Months,Unpaid,Yes,17,13,66.7,Completed
INT0814,Intern_814,19,Female,Undergraduate,Islamabad,Data Science,3 Months,Unpaid,No,0,50,65.0,Enrolled
INT0815,Intern_815,22,Male,Graduate,Islamabad,Data Science,6 Months,Unpaid,No,0,15,86.2,Dropped
INT0816,Intern_816,20,Female,PhD,Bahawalpur,HR,6 Months,Unpaid,Yes,10,13,71.4,Completed
INT0817,Intern_817,21,Female,PhD,Karachi,Design,2 Months,Unpaid,No,0,37,93.7,Completed
INT0818,Intern_818,25,Female,Graduate,Peshawar,Engineering,1 Month,Unpaid,No,0,44,87.6,Completed
INT0819,Intern_819,21,Male,PhD,Karachi,Sales,3 Months,Paid,No,0,22,78.4,Completed
INT0820,Intern_820,22,Male,Graduate,Lahore,Legal,6 Months,Unpaid,No,0,31,55.4,Completed
INT0821,Intern_821,19,Male,Undergraduate,Lahore,Legal,6 Months,Paid,No,0,45,80.2,Dropped
INT0822,Intern_822,22,Male,Graduate,Quetta,IT,2 Months,Paid,Yes,9,43,76.2,Completed
INT0823,Intern_823,25,Male,Undergraduate,Multan,Operations,1 Month,Unpaid,No,0,11,99.5,Completed
INT0824,Intern_824,22,Male,Graduate,Peshawar,Finance,6 Months,Paid,No,0,20,71.6,Completed
INT0825,Intern_825,22,Male,PhD,Bahawalpur,Operations,2 Months,Unpaid,No,0,1,99.6,Completed
INT0826,Intern_826,26,Male,PhD,Multan,Operations,1 Month,Unpaid,No,0,30,78.8,Enrolled
INT0827,Intern_827,28,Female,PhD,Quetta,Marketing,3 Months,Unpaid,No,0,12,70.8,Completed
INT0828,Intern_828,25,Female,PhD,Islamabad,Finance,6 Months,Paid,No,0,45,97.3,Completed
INT0829,Intern_829,26,Female,PhD,Lahore,HR,2 Months,Paid,No,0,27,99.6,Dropped
INT0830,Intern_830,26,Male,Undergraduate,Multan,Sales,1 Month,Unpaid,No,0,11,62.6,Dropped
INT0831,Intern_831,24,Male,Undergraduate,Bahawalpur,Sales,1 Month,Unpaid,No,0,48,70.0,Completed
INT0832,Intern_832,24,Male,Graduate,Lahore,HR,6 Months,Paid,Yes,14,32,73.1,Completed
INT0833,Intern_833,21,Male,Graduate,Quetta,Marketing,2 Months,Paid,No,0,2,80.3,Completed
INT0834,Intern_834,23,Female,Undergraduate,Lahore,Finance,3 Months,Paid,Yes,4,29,67.9,Completed
INT0835,Intern_835,25,Female,PhD,Karachi,HR,1 Month,Paid,Yes,9,29,52.6,Completed
INT0836,Intern_836,22,Male,Undergraduate,Multan,IT,1 Month,Paid,No,0,6,50.8,Completed
INT0837,Intern_837,20,Male,PhD,Lahore,IT,1 Month,Paid,No,0,43,58.4,Enrolled
INT0838,Intern_838,28,Male,Graduate,Multan,Finance,1 Month,Paid,No,0,14,96.7,Completed
INT0839,Intern_839,24,Male,Undergraduate,Lahore,Design,6 Months,Unpaid,Yes,5,1,70.1,Completed
INT0840,Intern_840,23,Male,Graduate,Peshawar,Data Science,1 Month,Paid,No,0,42,81.2,Completed
INT0841,Intern_841,27,Female,Graduate,Bahawalpur,IT,1 Month,Paid,Yes,18,11,62.6,Completed
INT0842,Intern_842,26,Male,Graduate,Islamabad,Marketing,3 Months,Unpaid,No,0,5,66.8,Dropped
INT0843,Intern_843,19,Male,PhD,Karachi,Legal,6 Months,Paid,No,0,40,87.9,Completed
INT0844,Intern_844,21,Female,Undergraduate,Lahore,Marketing,3 Months,Paid,Yes,11,32,64.8,Enrolled
INT0845,Intern_845,21,Male,Undergraduate,Bahawalpur,Finance,6 Months,Unpaid,Yes,8,21,82.2,Completed
INT0846,Intern_846,22,Male,Undergraduate,Multan,IT,6 Months,Unpaid,No,0,14,77.0,Completed
INT0847,Intern_847,20,Female,Undergraduate,Bahawalpur,HR,2 Months,Paid,No,0,32,53.5,Completed
INT0848,Intern_848,28,Male,Undergraduate,Lahore,HR,1 Month,Paid,Yes,17,14,61.8,Enrolled
INT0849,Intern_849,25,Female,Undergraduate,Peshawar,Marketing,6 Months,Paid,No,0,12,80.3,Completed
INT0850,Intern_850,24,Male,Graduate,Bahawalpur,Engineering,3 Months,Paid,No,0,26,68.9,Completed
INT0851,Intern_851,25,Female,Undergraduate,Bahawalpur,Operations,6 Months,Paid,No,0,28,92.7,Completed
INT0852,Intern_852,26,Female,Graduate,Bahawalpur,Engineering,2 Months,Unpaid,Yes,9,25,78.1,Dropped
INT0853,Intern_853,21,Male,PhD,Bahawalpur,Operations,1 Month,Paid,No,0,13,50.2,Completed
INT0854,Intern_854,25,Female,Graduate,Faisalabad,Sales,3 Months,Unpaid,No,0,32,65.4,Enrolled
INT0855,Intern_855,22,Male,Undergraduate,Faisalabad,Legal,1 Month,Paid,No,0,49,71.8,Completed
INT0856,Intern_856,25,Female,PhD,Karachi,Engineering,3 Months,Unpaid,No,0,48,62.3,Completed
INT0857,Intern_857,28,Male,PhD,Islamabad,Operations,1 Month,Unpaid,No,0,30,97.2,Completed
INT0858,Intern_858,25,Male,Undergraduate,Lahore,Finance,3 Months,Paid,Yes,12,46,79.3,Completed
INT0859,Intern_859,27,Male,Graduate,Quetta,Marketing,2 Months,Unpaid,No,0,35,82.9,Completed
INT0860,Intern_860,23,Male,Undergraduate,Multan,Design,3 Months,Paid,No,0,48,60.5,Completed
INT0861,Intern_861,20,Male,Graduate,Karachi,Design,3 Months,Paid,Yes,13,34,70.8,Completed
INT0862,Intern_862,22,Male,Graduate,Islamabad,Engineering,6 Months,Paid,Yes,15,12,75.1,Completed
INT0863,Intern_863,22,Male,Undergraduate,Karachi,Marketing,6 Months,Paid,Yes,8,27,72.0,Completed
INT0864,Intern_864,20,Male,Graduate,Lahore,Legal,1 Month,Unpaid,Yes,8,5,67.1,Completed
INT0865,Intern_865,19,Female,PhD,Lahore,Legal,2 Months,Paid,No,0,18,87.6,Completed
INT0866,Intern_866,28,Male,PhD,Karachi,IT,1 Month,Unpaid,Yes,16,49,63.3,Completed
INT0867,Intern_867,24,Female,Graduate,Multan,Operations,6 Months,Unpaid,No,0,16,97.0,Completed
INT0868,Intern_868,26,Female,Graduate,Lahore,Design,6 Months,Paid,Yes,12,47,91.8,Completed
INT0869,Intern_869,26,Female,PhD,Peshawar,Finance,1 Month,Unpaid,Yes,19,44,82.9,Dropped
INT0870,Intern_870,24,Male,PhD,Multan,Operations,6 Months,Paid,Yes,1,48,66.3,Enrolled
INT0871,Intern_871,25,Female,PhD,Lahore,Operations,2 Months,Unpaid,No,0,31,99.3,Completed
INT0872,Intern_872,21,Male,PhD,Islamabad,Marketing,6 Months,Paid,No,0,32,89.8,Completed
INT0873,Intern_873,22,Female,Undergraduate,Bahawalpur,Engineering,6 Months,Paid,Yes,6,11,87.7,Completed
INT0874,Intern_874,23,Male,Undergraduate,Multan,Marketing,1 Month,Unpaid,No,0,15,86.0,Completed
INT0875,Intern_875,28,Female,Undergraduate,Multan,Operations,1 Month,Paid,Yes,19,5,82.2,Completed
INT0876,Intern_876,23,Male,Undergraduate,Quetta,Design,6 Months,Paid,No,0,6,55.6,Completed
INT0877,Intern_877,28,Female,Undergraduate,Multan,Data Science,2 Months,Unpaid,Yes,0,20,53.1,Dropped
INT0878,Intern_878,27,Female,Graduate,Multan,Sales,2 Months,Paid,No,0,43,80.1,Completed
INT0879,Intern_879,21,Male,PhD,Bahawalpur,HR,1 Month,Unpaid,No,0,19,91.9,Completed
INT0880,Intern_880,23,Female,Undergraduate,Karachi,Operations,6 Months,Unpaid,Yes,16,45,56.2,Completed
INT0881,Intern_881,24,Female,Graduate,Faisalabad,Legal,6 Months,Paid,Yes,4,46,60.5,Completed
INT0882,Intern_882,21,Female,PhD,Faisalabad,HR,1 Month,Unpaid,Yes,0,36,69.6,Dropped
INT0883,Intern_883,23,Female,Graduate,Lahore,Design,6 Months,Unpaid,No,0,45,96.2,Completed
INT0884,Intern_884,26,Male,Graduate,Karachi,Sales,6 Months,Unpaid,Yes,20,11,78.9,Completed
INT0885,Intern_885,19,Male,Undergraduate,Peshawar,Operations,6 Months,Paid,No,0,24,86.3,Dropped
INT0886,Intern_886,20,Female,Graduate,Islamabad,Legal,1 Month,Paid,Yes,11,31,59.0,Completed
INT0887,Intern_887,19,Female,Undergraduate,Faisalabad,IT,1 Month,Paid,No,0,8,62.0,Dropped
INT0888,Intern_888,25,Female,PhD,Lahore,Operations,3 Months,Unpaid,Yes,8,41,82.7,Completed
INT0889,Intern_889,27,Male,Undergraduate,Lahore,Data Science,1 Month,Unpaid,Yes,7,2,79.3,Completed
INT0890,Intern_890,26,Male,PhD,Islamabad,Legal,6 Months,Unpaid,No,0,42,85.1,Completed
INT0891,Intern_891,19,Female,Undergraduate,Islamabad,Engineering,2 Months,Unpaid,Yes,12,36,90.9,Completed
INT0892,Intern_892,28,Male,Undergraduate,Lahore,Sales,6 Months,Paid,Yes,5,1,77.7,Dropped
INT0893,Intern_893,20,Male,PhD,Peshawar,Data Science,1 Month,Paid,Yes,17,17,92.6,Dropped
INT0894,Intern_894,19,Female,Graduate,Islamabad,IT,1 Month,Unpaid,Yes,7,20,52.3,Completed
INT0895,Intern_895,27,Male,PhD,Bahawalpur,Sales,3 Months,Unpaid,No,0,23,80.3,Dropped
INT0896,Intern_896,21,Male,Undergraduate,Karachi,Sales,2 Months,Paid,Yes,9,14,97.9,Completed
INT0897,Intern_897,27,Female,Undergraduate,Faisalabad,Legal,2 Months,Paid,No,0,17,63.0,Completed
INT0898,Intern_898,27,Male,Graduate,Faisalabad,Finance,6 Months,Paid,No,0,14,53.5,Enrolled
INT0899,Intern_899,25,Male,Graduate,Islamabad,Engineering,2 Months,Unpaid,No,0,25,51.3,Completed
INT0900,Intern_900,20,Female,Undergraduate,Lahore,Legal,2 Months,Unpaid,Yes,10,41,54.4,Completed
INT0901,Intern_901,25,Male,Graduate,Karachi,Data Science,3 Months,Paid,Yes,7,25,97.6,Completed
INT0902,Intern_902,27,Female,Undergraduate,Multan,Marketing,2 Months,Unpaid,No,0,18,80.4,Completed
INT0903,Intern_903,26,Female,Undergraduate,Multan,IT,2 Months,Unpaid,No,0,38,56.4,Completed
INT0904,Intern_904,24,Male,Graduate,Quetta,IT,2 Months,Paid,Yes,7,44,80.4,Completed
INT0905,Intern_905,25,Female,Graduate,Quetta,Operations,2 Months,Unpaid,No,0,34,97.1,Completed
INT0906,Intern_906,20,Female,Graduate,Multan,HR,3 Months,Paid,Yes,2,47,62.0,Dropped
INT0907,Intern_907,19,Male,PhD,Quetta,Marketing,2 Months,Unpaid,Yes,13,44,75.4,Dropped
INT0908,Intern_908,19,Male,Graduate,Karachi,Finance,6 Months,Paid,No,0,46,71.2,Completed
INT0909,Intern_909,27,Male,PhD,Bahawalpur,Sales,3 Months,Paid,Yes,7,12,53.8,Completed
INT0910,Intern_910,24,Female,Graduate,Faisalabad,Finance,3 Months,Paid,Yes,3,22,95.7,Completed
INT0911,Intern_911,22,Female,Graduate,Quetta,HR,1 Month,Unpaid,No,0,1,86.9,Dropped
INT0912,Intern_912,28,Female,PhD,Karachi,Legal,6 Months,Unpaid,Yes,15,4,67.8,Completed
INT0913,Intern_913,24,Female,Graduate,Lahore,Legal,6 Months,Paid,No,0,47,59.3,Completed
INT0914,Intern_914,27,Female,Graduate,Peshawar,Data Science,1 Month,Paid,Yes,16,10,70.5,Completed
INT0915,Intern_915,24,Female,Undergraduate,Bahawalpur,Operations,1 Month,Unpaid,Yes,9,24,71.4,Dropped
INT0916,Intern_916,21,Female,PhD,Bahawalpur,Finance,3 Months,Paid,Yes,11,48,71.7,Completed
INT0917,Intern_917,25,Male,Graduate,Karachi,Data Science,2 Months,Paid,Yes,13,48,66.6,Completed
INT0918,Intern_918,25,Female,PhD,Quetta,IT,2 Months,Paid,Yes,15,36,74.8,Enrolled
INT0919,Intern_919,19,Female,Undergraduate,Lahore,Finance,3 Months,Paid,No,0,9,57.8,Dropped
INT0920,Intern_920,28,Male,PhD,Multan,Sales,1 Month,Unpaid,Yes,0,28,74.0,Completed
INT0921,Intern_921,22,Female,Undergraduate,Islamabad,Engineering,6 Months,Paid,Yes,8,50,55.8,Dropped
INT0922,Intern_922,22,Male,Graduate,Lahore,Engineering,2 Months,Paid,No,0,38,81.4,Completed
INT0923,Intern_923,22,Male,Graduate,Karachi,Finance,2 Months,Unpaid,Yes,4,28,50.9,Enrolled
INT0924,Intern_924,22,Female,Graduate,Quetta,HR,1 Month,Paid,Yes,10,28,74.0,Dropped
INT0925,Intern_925,23,Female,Undergraduate,Quetta,Sales,6 Months,Unpaid,Yes,11,46,70.9,Completed
INT0926,Intern_926,22,Male,Undergraduate,Karachi,Data Science,1 Month,Unpaid,Yes,9,31,64.0,Completed
INT0927,Intern_927,24,Male,Graduate,Bahawalpur,Legal,1 Month,Unpaid,No,0,20,55.6,Completed
INT0928,Intern_928,22,Female,PhD,Multan,IT,2 Months,Unpaid,No,0,42,63.8,Dropped
INT0929,Intern_929,28,Male,Undergraduate,Lahore,Legal,6 Months,Paid,Yes,20,13,59.6,Completed
INT0930,Intern_930,27,Female,Graduate,Bahawalpur,Operations,1 Month,Paid,Yes,4,3,56.4,Completed
INT0931,Intern_931,20,Female,Graduate,Lahore,Design,3 Months,Unpaid,No,0,31,71.0,Completed
INT0932,Intern_932,19,Female,PhD,Islamabad,Sales,1 Month,Unpaid,Yes,18,4,89.7,Dropped
INT0933,Intern_933,27,Male,Undergraduate,Bahawalpur,HR,6 Months,Unpaid,No,0,50,69.5,Enrolled
INT0934,Intern_934,28,Male,Undergraduate,Islamabad,Legal,3 Months,Paid,Yes,0,33,72.8,Completed
INT0935,Intern_935,21,Male,Graduate,Quetta,Sales,3 Months,Paid,No,0,15,52.3,Completed
INT0936,Intern_936,19,Male,Graduate,Islamabad,HR,3 Months,Unpaid,Yes,20,16,99.5,Completed
INT0937,Intern_937,20,Female,PhD,Multan,HR,1 Month,Unpaid,Yes,17,17,86.1,Completed
INT0938,Intern_938,22,Male,PhD,Karachi,Design,3 Months,Unpaid,No,0,47,98.3,Enrolled
INT0939,Intern_939,28,Male,PhD,Faisalabad,Finance,3 Months,Unpaid,Yes,17,14,90.8,Completed
INT0940,Intern_940,26,Male,PhD,Faisalabad,HR,3 Months,Paid,No,0,15,86.5,Completed
INT0941,Intern_941,26,Female,Undergraduate,Bahawalpur,Design,3 Months,Paid,Yes,5,12,59.4,Completed
INT0942,Intern_942,25,Male,Graduate,Islamabad,Operations,2 Months,Paid,No,0,44,80.4,Completed
INT0943,Intern_943,20,Female,Undergraduate,Bahawalpur,Marketing,2 Months,Unpaid,Yes,16,9,86.3,Completed
INT0944,Intern_944,19,Female,Undergraduate,Lahore,IT,1 Month,Paid,No,0,9,62.4,Enrolled
INT0945,Intern_945,20,Male,Undergraduate,Lahore,Marketing,3 Months,Unpaid,Yes,6,9,74.0,Completed
INT0946,Intern_946,22,Female,Graduate,Bahawalpur,Legal,6 Months,Paid,Yes,1,35,84.6,Completed
INT0947,Intern_947,27,Male,Undergraduate,Quetta,Sales,1 Month,Paid,Yes,13,10,50.1,Completed
INT0948,Intern_948,23,Female,Graduate,Islamabad,HR,1 Month,Unpaid,Yes,7,44,69.2,Enrolled
INT0949,Intern_949,24,Male,Undergraduate,Lahore,Marketing,6 Months,Unpaid,Yes,2,40,66.7,Dropped
INT0950,Intern_950,28,Male,Undergraduate,Faisalabad,Data Science,1 Month,Unpaid,Yes,5,44,71.3,Dropped
INT0951,Intern_951,23,Male,Graduate,Bahawalpur,Engineering,3 Months,Unpaid,No,0,46,89.9,Completed
INT0952,Intern_952,26,Female,Undergraduate,Faisalabad,IT,2 Months,Unpaid,Yes,2,8,78.9,Dropped
INT0953,Intern_953,24,Female,Undergraduate,Islamabad,Engineering,2 Months,Unpaid,Yes,10,32,71.2,Completed
INT0954,Intern_954,27,Male,Graduate,Faisalabad,Design,3 Months,Unpaid,Yes,17,32,76.6,Dropped
INT0955,Intern_955,22,Female,PhD,Peshawar,HR,6 Months,Paid,Yes,11,1,60.2,Completed
INT0956,Intern_956,24,Male,Undergraduate,Karachi,IT,3 Months,Unpaid,No,0,50,91.0,Completed
INT0957,Intern_957,19,Female,Undergraduate,Peshawar,Engineering,6 Months,Paid,Yes,4,8,98.1,Completed
INT0958,Intern_958,28,Female,Graduate,Karachi,Finance,6 Months,Paid,Yes,2,31,91.9,Completed
INT0959,Intern_959,20,Female,Undergraduate,Lahore,Finance,1 Month,Paid,Yes,0,37,91.6,Completed
INT0960,Intern_960,26,Female,PhD,Islamabad,Design,2 Months,Unpaid,Yes,13,47,66.9,Dropped
INT0961,Intern_961,27,Male,Undergraduate,Karachi,IT,3 Months,Paid,Yes,5,1,69.8,Completed
INT0962,Intern_962,21,Female,PhD,Peshawar,Design,6 Months,Unpaid,No,0,18,98.7,Completed
INT0963,Intern_963,25,Male,Graduate,Karachi,Sales,6 Months,Paid,Yes,5,48,98.8,Completed
INT0964,Intern_964,21,Female,Graduate,Faisalabad,Legal,1 Month,Unpaid,No,0,4,90.2,Completed
INT0965,Intern_965,28,Male,Undergraduate,Lahore,Design,2 Months,Unpaid,No,0,50,92.3,Completed
INT0966,Intern_966,22,Male,PhD,Lahore,IT,2 Months,Paid,No,0,39,50.5,Completed
INT0967,Intern_967,28,Male,Undergraduate,Quetta,Engineering,2 Months,Paid,Yes,18,3,78.2,Dropped
INT0968,Intern_968,24,Female,Undergraduate,Quetta,Operations,1 Month,Paid,Yes,9,26,75.0,Completed
INT0969,Intern_969,25,Male,PhD,Lahore,Data Science,6 Months,Unpaid,No,0,48,75.2,Dropped
INT0970,Intern_970,21,Female,Graduate,Karachi,Sales,2 Months,Unpaid,Yes,4,44,73.2,Completed
INT0971,Intern_971,26,Male,PhD,Islamabad,Marketing,2 Months,Unpaid,Yes,4,22,64.5,Dropped
INT0972,Intern_972,21,Female,Undergraduate,Peshawar,Legal,6 Months,Paid,Yes,18,41,99.7,Dropped
INT0973,Intern_973,20,Female,PhD,Lahore,Marketing,1 Month,Unpaid,Yes,14,21,58.5,Dropped
INT0974,Intern_974,20,Female,PhD,Multan,Engineering,2 Months,Unpaid,Yes,2,12,85.5,Completed
INT0975,Intern_975,28,Female,Graduate,Islamabad,Operations,3 Months,Paid,No,0,32,52.0,Completed
INT0976,Intern_976,24,Male,Graduate,Multan,Engineering,6 Months,Unpaid,No,0,6,84.1,Completed
INT0977,Intern_977,27,Male,PhD,Karachi,Sales,6 Months,Paid,No,0,1,57.7,Dropped
INT0978,Intern_978,22,Male,PhD,Faisalabad,Marketing,3 Months,Paid,No,0,25,93.7,Completed
INT0979,Intern_979,20,Female,PhD,Bahawalpur,Marketing,3 Months,Paid,No,0,12,86.6,Completed
INT0980,Intern_980,24,Female,Graduate,Lahore,Design,6 Months,Unpaid,Yes,19,32,60.6,Completed
INT0981,Intern_981,21,Female,Undergraduate,Islamabad,Operations,1 Month,Unpaid,No,0,41,60.7,Completed
INT0982,Intern_982,22,Male,Graduate,Faisalabad,Legal,1 Month,Unpaid,No,0,4,60.6,Dropped
